live_url,live_family,option_file,option_family,match_confidence,match_score,match_reason,title_similarity,h1_similarity,description_similarity,cta_overlap,phone_match,address_match,year_match,rating_match,review_count_match,live_title,option_title,live_h1,option_h1
https://www.airexpresshvac.net/ac-repair-saratoga-springs-ut/,service,ac-repair-saratoga-springs-ut.html,service,exact,1.000,direct-slug-rule,0.444,1.000,0.238,0.667,yes,no,yes,unknown,unknown,"AC Repair in Saratoga Springs, UT: Fast &amp; Reliable Service","AC Repair in Saratoga Springs, UT | Air Express Heating & Air Conditioning","AC Repair In Saratoga Springs, UT","Expert AC Repair in Saratoga Springs, UT"
https://www.airexpresshvac.net/ac-replacement-lehi-ut/,service,ac-replacement.html,service,exact,1.000,legacy-route-rule,1.000,0.000,0.235,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Replacement: Air Express HVAC - Expert Service","AC Replacement in Lehi, UT | Air Express HVAC","AC Replacement in Lehi, UT",Time for a New System?
https://www.airexpresshvac.net/ac-routine-maintenance/,service,ac-maintenance.html,service,exact,1.000,legacy-route-rule,0.111,0.000,0.217,0.667,yes,no,yes,unknown,unknown,"AC Tune-Up Eagle Mountain, UT | Air Conditioner Service","AC Maintenance in Lehi, UT | Air Express HVAC",Maximize Your AC&#8217;s Lifespan and Efficiency with Routine Maintenance,Stop Surprises Before Summer.
https://www.airexpresshvac.net/ac-service-lehi-ut/,service,ventilation.html,service,exact,1.000,legacy-route-rule,0.000,0.000,0.056,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Tune-Up: Expert Air Conditioning Service",Ventilation & Air Quality | Air Express HVAC,"AC Service In Lehi, UT",Ventilation & Air Quality
https://www.airexpresshvac.net/ac-system-longevity-regular-maintenance/,service,ac-maintenance.html,service,exact,1.000,legacy-route-rule,0.375,0.000,0.421,0.667,yes,no,yes,unknown,unknown,AC Maintenance: Extend Your System&#039;s Lifespan | Air Express,"AC Maintenance in Lehi, UT | Air Express HVAC",Ensuring the Longevity of Your AC System with Regular Maintenance,Stop Surprises Before Summer.
https://www.airexpresshvac.net/ac-thermostat-issues-solutions/,article,thermostats.html,service,exact,1.000,legacy-route-rule,0.000,0.000,0.105,0.667,yes,no,yes,unknown,unknown,AC Thermostat Help: Solutions in Eagle Mountain,Smart Thermostats | Air Express HVAC,Professional Solutions for AC Thermostat Issues in Eagle Mountain,Smart Thermostats
https://www.airexpresshvac.net/ac-tune-up-eagle-mountain-ut/,service,ac-tune-up.html,service,exact,1.000,legacy-route-rule,0.400,0.286,0.160,0.667,yes,no,yes,unknown,unknown,"HVAC Company Lehi, UT | Air Express HVAC","AC Tune-Up in Lehi, UT | Air Express HVAC","Ac Tune Up In Eagle Mountain, Ut",Spring Tune-Up Season
https://www.airexpresshvac.net/ac-tune-up-lehi-ut/,service,ac-tune-up.html,service,exact,1.000,legacy-route-rule,1.000,0.333,0.167,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Tune-Up: Air Express HVAC Services","AC Tune-Up in Lehi, UT | Air Express HVAC","AC Tune Up in Lehi, UT",Spring Tune-Up Season
https://www.airexpresshvac.net/ac-tune-up-saratoga-springs-ut/,service,ac-tune-up.html,service,exact,1.000,legacy-route-rule,0.375,0.286,0.148,0.667,yes,no,yes,unknown,unknown,"AC Tune-Up Saratoga Springs, UT | Air Conditioner Service","AC Tune-Up in Lehi, UT | Air Express HVAC","AC Tune Up In Saratoga Springs, Ut",Spring Tune-Up Season
https://www.airexpresshvac.net/ac-tune-ups-for-cool-summer/,article,ac-tune-up.html,service,exact,1.000,legacy-route-rule,0.333,0.083,0.214,0.667,yes,no,yes,unknown,unknown,AC Tune-Ups for a Cool Summer: Air Express HVAC 2025,"AC Tune-Up in Lehi, UT | Air Express HVAC",The Importance of Regular AC Tune Ups to Avoid Summer Breakdowns,Spring Tune-Up Season
https://www.airexpresshvac.net/ac-unit-freezes-up-in-hot-weather/,article,ac-repair.html,service,exact,1.000,legacy-route-rule,0.091,0.077,0.034,0.667,yes,no,yes,unknown,unknown,Why AC Units Freeze in Hot Weather in Saratoga Springs,"AC Repair in Lehi, UT | Air Express HVAC",Why Your AC Unit Freezes Up in Hot Weather &#8211; A Guide for Saratoga Springs Homes,AC Not Working?
https://www.airexpresshvac.net/address-ac-refrigerant-leaks/,service,ac-repair.html,service,exact,1.000,legacy-route-rule,0.083,0.111,0.074,0.667,yes,no,yes,unknown,unknown,AC Refrigerant Leaks: Spot &amp; Fix in Saratoga Springs (2025),"AC Repair in Lehi, UT | Air Express HVAC",How to Address AC Refrigerant Leaks in Your Saratoga Springs Home,AC Not Working?
https://www.airexpresshvac.net/addressing-ac-water-leakage-problems/,article,ac-repair.html,service,exact,1.000,legacy-route-rule,0.100,0.111,0.077,0.667,yes,no,yes,unknown,unknown,AC Water Leak Solutions in Saratoga Springs: Expert Tips,"AC Repair in Lehi, UT | Air Express HVAC",Addressing AC Water Leakage Problems in Saratoga Springs,AC Not Working?
https://www.airexpresshvac.net/air-conditioner-inspection-lehi-ut/,service,air-conditioning.html,service,exact,1.000,legacy-route-rule,0.125,0.250,0.143,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Inspection | Schedule Your Checkup Today","Air Conditioning Services in Lehi, UT | Air Express HVAC","Air Conditioner Inspection In Lehi, UT","Air Conditioning In Lehi, UT"
https://www.airexpresshvac.net/air-conditioner-lehi-ut/,service,air-conditioning.html,service,exact,1.000,legacy-route-rule,0.286,0.333,0.313,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Installation &amp; Repair | Air Express HVAC 2025","Air Conditioning Services in Lehi, UT | Air Express HVAC","Air Conditioner In Lehi, UT","Air Conditioning In Lehi, UT"
https://www.airexpresshvac.net/air-conditioner-repair-eagle-mountain-ut/,service,ac-repair-eagle-mountain-ut.html,service,exact,1.000,legacy-route-rule,0.714,0.600,0.200,0.667,yes,no,yes,unknown,unknown,Eagle Mountain AC Repair | Air Express Heating &amp; Air,"AC Repair in Eagle Mountain, UT | Air Express Heating & Air Conditioning","Air Conditioner Repair In Eagle Mountain, UT","Expert AC Repair in Eagle Mountain, UT"
https://www.airexpresshvac.net/air-conditioner-repair-lehi-ut/,service,ac-repair-lehi-ut.html,service,exact,1.000,legacy-route-rule,0.500,0.500,0.192,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Conditioner Repair: Expert AC Service","AC Repair in Lehi, UT | Air Express Heating & Air Conditioning","Air Conditioner Repair In Lehi, UT","Expert AC Repair in Lehi, UT"
https://www.airexpresshvac.net/air-conditioner-repair-saratoga-springs-ut/,service,ac-repair-saratoga-springs-ut.html,service,exact,1.000,legacy-route-rule,0.444,0.600,0.238,0.667,yes,no,yes,unknown,unknown,"AC Repair Saratoga Springs, UT | Fast &amp; Reliable Service","AC Repair in Saratoga Springs, UT | Air Express Heating & Air Conditioning","Air Conditioner Repair In Saratoga Springs, UT","Expert AC Repair in Saratoga Springs, UT"
https://www.airexpresshvac.net/air-conditioning-eagle-mountain-ut/,service,ac-installation-eagle-mountain-ut.html,service,exact,1.000,legacy-route-rule,0.429,0.500,0.222,0.667,yes,no,yes,unknown,unknown,"AC Installation &amp; Repair in Eagle Mountain, UT","AC Installation in Eagle Mountain, UT | Air Express Heating & Air Conditioning","Air Conditioning In Eagle Mountain, UT","AC Installation in Eagle Mountain, UT"
https://www.airexpresshvac.net/air-conditioning-heating-discounts-lehi-ut/,service,air-conditioning.html,service,exact,1.000,legacy-route-rule,0.286,0.667,0.105,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC &amp; Heating Discounts | Air Express HVAC Offers","Air Conditioning Services in Lehi, UT | Air Express HVAC","Air Conditioning and Heating Discounts In Lehi, UT","Air Conditioning In Lehi, UT"
https://www.airexpresshvac.net/air-conditioning-lehi-ut/,service,air-conditioning.html,service,exact,1.000,legacy-route-rule,0.333,1.000,0.111,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Conditioning: Installation &amp; Repair Experts","Air Conditioning Services in Lehi, UT | Air Express HVAC","Air Conditioning In Lehi, UT","Air Conditioning In Lehi, UT"
https://www.airexpresshvac.net/air-conditioning-repair-lehi-ut/,service,ac-repair-lehi-ut.html,service,exact,1.000,legacy-route-rule,0.375,0.500,0.200,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Repair | Fast, Reliable Service in 2025","AC Repair in Lehi, UT | Air Express Heating & Air Conditioning","Air Conditioning Repair In Lehi, UT","Expert AC Repair in Lehi, UT"
https://www.airexpresshvac.net/air-conditioning-saratoga-springs-ut/,service,ac-installation-saratoga-springs-ut.html,service,exact,1.000,legacy-route-rule,0.286,0.500,0.286,0.667,yes,no,yes,unknown,unknown,"Saratoga Springs, UT Air Conditioning: Installation &amp; Repair","AC Installation in Saratoga Springs, UT | Air Express","Air Conditioning In Saratoga Springs, UT","AC Installation in Saratoga Springs, UT"
https://www.airexpresshvac.net/air-conditioning-service-eagle-mountain-ut/,service,ac-installation-eagle-mountain-ut.html,service,exact,1.000,legacy-route-rule,0.500,0.500,0.294,0.667,yes,no,yes,unknown,unknown,Eagle Mountain AC Service: Repair and Installation,"AC Installation in Eagle Mountain, UT | Air Express Heating & Air Conditioning","Air Conditioning Service In Eagle Mountain, UT","AC Installation in Eagle Mountain, UT"
https://www.airexpresshvac.net/air-conditioning-services-lehi-ut/,service,ventilation.html,service,exact,1.000,legacy-route-rule,0.000,0.000,0.050,0.667,yes,no,yes,unknown,unknown,"Lehi, UT AC Services: Expert Installation &amp; Repair - 2025",Ventilation & Air Quality | Air Express HVAC,"Air Conditioning Services in Lehi, UT",Ventilation & Air Quality
https://www.airexpresshvac.net/air-filter-changeouts-lehi-ut/,service,air-filters.html,service,exact,1.000,legacy-route-rule,0.143,0.000,0.130,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Filter Changeouts by Air Express",Air Filters & Maintenance | Air Express HVAC,"Air Filter Changeouts In Lehi, UT",Air Filters & Maintenance
https://www.airexpresshvac.net/air-filter-installation-lehi-ut/,service,air-filters.html,service,exact,1.000,legacy-route-rule,0.000,0.000,0.190,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Filter Installation: Fast &amp; Reliable Service",Air Filters & Maintenance | Air Express HVAC,"Air Filter Installation In Lehi, UT",Air Filters & Maintenance
https://www.airexpresshvac.net/air-filters-lehi-ut/,service,air-filters.html,service,exact,1.000,legacy-route-rule,0.500,0.333,0.154,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Filters | Air Express HVAC Services",Air Filters & Maintenance | Air Express HVAC,"Air Filters In Lehi, UT",Air Filters & Maintenance
https://www.airexpresshvac.net/air-filtration-electronic-air-cleaners-lehi-ut/,service,filtration.html,service,exact,1.000,legacy-route-rule,0.400,0.500,0.130,0.667,yes,no,yes,unknown,unknown,Lehi Air Quality: Air Filtration by Air Express,Filtration Services | Air Express HVAC,"Air Filtration: Electronic Air Cleaners In Lehi, UT","Filtration Services In Lehi, UT"
https://www.airexpresshvac.net/air-filtration-hepa-air-cleaners-lehi-ut/,service,filtration.html,service,exact,1.000,legacy-route-rule,0.000,0.500,0.083,0.667,yes,no,yes,unknown,unknown,"HEPA Air Cleaners Lehi, UT: Improve Your Air Quality",Filtration Services | Air Express HVAC,"Air Filtration: Hepa Air Cleaners In Lehi, UT","Filtration Services In Lehi, UT"
https://www.airexpresshvac.net/air-filtration-media-air-cleaners-lehi-ut/,service,filtration.html,service,exact,1.000,legacy-route-rule,0.167,0.500,0.091,0.667,yes,no,yes,unknown,unknown,"Air Express: Media Air Cleaners in Lehi, UT - Improve Air",Filtration Services | Air Express HVAC,"Air Filtration: Media Air Cleaners In Lehi, UT","Filtration Services In Lehi, UT"
https://www.airexpresshvac.net/air-purification-lehi-ut/,service,air-purifiers.html,service,exact,1.000,legacy-route-rule,0.143,0.000,0.118,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Purification: Cleaner Air Solutions in 2025","Air Purifier Installation in Lehi, UT | Air Express HVAC","Air Purification In Lehi, UT",Whole Home Air Purifiers
https://www.airexpresshvac.net/air-purifier-installation-lehi-ut/,service,air-purifiers.html,service,exact,1.000,legacy-route-rule,1.000,0.000,0.158,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Purifier Installation | Air Express HVAC","Air Purifier Installation in Lehi, UT | Air Express HVAC","Air Purifier Installation In Lehi, UT",Whole Home Air Purifiers
https://www.airexpresshvac.net/air-purifiers-lehi-ut/,service,air-purifiers.html,service,exact,1.000,legacy-route-rule,0.143,0.333,0.200,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Purifiers: Improve Your Air Quality Now","Air Purifier Installation in Lehi, UT | Air Express HVAC","Air Purifiers In Lehi, UT",Whole Home Air Purifiers
https://www.airexpresshvac.net/air-quality-testing-lehi-ut/,service,indoor-air-quality.html,service,exact,1.000,legacy-route-rule,0.250,0.200,0.150,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Quality Testing: Breathe Easier in 2025","Indoor Air Quality Services in Lehi, UT | Air Express HVAC","Air Quality Testing In Lehi, UT",Indoor Air Quality Solutions
https://www.airexpresshvac.net/air-scrubbing-lehi-ut/,service,air-purifiers.html,service,exact,1.000,legacy-route-rule,0.286,0.000,0.188,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Air Scrubbing: Clean Air Solutions by Air Express","Air Purifier Installation in Lehi, UT | Air Express HVAC","Air Scrubbing In Lehi, UT",Whole Home Air Purifiers
https://www.airexpresshvac.net/all-of-air-express-heating-and-air-conditionings-services/,service,ventilation.html,service,exact,1.000,legacy-route-rule,0.200,0.000,0.059,0.667,yes,no,yes,unknown,unknown,Air Express HVAC Services: Expert Installation &amp; Repair,Ventilation & Air Quality | Air Express HVAC,All of Air Express Heating and Air Conditioning&rsquo;s Services,Ventilation & Air Quality
https://www.airexpresshvac.net/allergy-reducers-lehi-ut/,other,indoor-air-quality.html,service,exact,1.000,legacy-route-rule,0.286,0.000,0.190,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Allergy Reducers: Air Express HVAC Solutions","Indoor Air Quality Services in Lehi, UT | Air Express HVAC","Allergy Reducers In Lehi, UT",Indoor Air Quality Solutions
https://www.airexpresshvac.net/alpine-ut-air-conditioning-heating-services/,service-area,service-area-alpine.html,service-area,exact,1.000,legacy-route-rule,0.500,0.333,0.105,0.667,yes,no,yes,unknown,unknown,"Air Express: Alpine, UT AC &amp; Heating Services","HVAC Services in Alpine, UT | Air Express HVAC","Alpine, UT Air Conditioning And Heating Services","HVAC Services in Alpine, Utah"
https://www.airexpresshvac.net/amana/,other,other-products.html,other,exact,1.000,legacy-route-rule,0.111,0.143,0.133,0.667,yes,no,yes,unknown,unknown,"Amana HVAC Services by Air Express in Lehi, UT | Get a Quote",HVAC Products &amp; Accessories | Air Express HVAC,"Air Express: Amana Heating &amp; Air Conditioning in Lehi, UT","Other Products In Lehi, UT"
https://www.airexpresshvac.net/apply-for-financing-lehi-ut/,financing,financing.html,financing,exact,1.000,legacy-route-rule,0.333,0.200,0.222,0.667,yes,no,yes,unknown,unknown,"HVAC Financing Lehi, UT | Apply with Air Express",HVAC Financing Options | Air Express HVAC,"Apply for Affordable HVAC Financing in Lehi, UT",Flexible HVAC Financing
https://www.airexpresshvac.net/benefits-and-applications-of-ductless-mini-split-systems/,article,ductless.html,service,exact,1.000,legacy-route-rule,0.375,0.500,0.208,0.667,yes,no,yes,unknown,unknown,Ductless Mini-Splits: Air Express HVAC Comfort Solutions,"Ductless Mini-Split Systems in Lehi, UT | Air Express HVAC",Air Express HVAC: Benefits of Ductless Mini-Split Systems,Ductless Mini-Split Systems
https://www.airexpresshvac.net/bluffdale-ut-air-conditioning-heating-services/,service-area,service-area-bluffdale.html,service-area,exact,1.000,legacy-route-rule,0.667,0.333,0.176,0.667,yes,no,yes,unknown,unknown,"Bluffdale, UT HVAC Services | Air Express in 2025","HVAC Services in Bluffdale, UT | Air Express HVAC","Bluffdale, UT Air Conditioning And Heating Services","HVAC Services in Bluffdale, Utah"
https://www.airexpresshvac.net/carbon-dioxide-detector-lehi-ut/,other,other-services-tests.html,other,exact,1.000,legacy-route-rule,0.143,0.167,0.095,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Carbon Dioxide Detectors: Air Express HVAC Services",HVAC Testing &amp; Services | Air Express HVAC,"Carbon Dioxide Detector In Lehi, UT","Other Services and Tests In Lehi, UT"
https://www.airexpresshvac.net/central-air-conditioning-lehi-ut/,service,air-conditioning.html,service,exact,1.000,legacy-route-rule,0.333,0.667,0.250,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Central AC Installation &amp; Services | Air Express","Air Conditioning Services in Lehi, UT | Air Express HVAC","Central Air Conditioning In Lehi, UT","Air Conditioning In Lehi, UT"
https://www.airexpresshvac.net/central-heating-lehi-ut/,service,heating-services.html,service,exact,1.000,legacy-route-rule,0.000,0.000,0.071,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Central Heating: Expert Installation &amp; Repair",Heating Services | Furnace & Heat Pumps | Air Express HVAC,"Central Heating In Lehi, UT",Heating & Heat Pumps
https://www.airexpresshvac.net/central-hvac-services-lehi-ut/,service,ventilation.html,service,exact,1.000,legacy-route-rule,0.125,0.000,0.056,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Central HVAC Services: Air Express Repair &amp; Install",Ventilation & Air Quality | Air Express HVAC,"Central HVAC Services In Lehi, UT",Ventilation & Air Quality
https://www.airexpresshvac.net/central-hvac-systems-lehi-ut/,service,central-hvac-systems.html,service,medium,0.744,best-token-similarity,0.200,1.000,0.214,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Central HVAC Systems: Installation &amp; Service (2025)",Central HVAC Systems | Air Express HVAC,"Central HVAC Systems In Lehi, UT","Central HVAC Systems In Lehi, UT"
https://www.airexpresshvac.net/choosing-air-filtration-systems-guide/,article,filtration.html,service,exact,1.000,legacy-route-rule,0.250,0.200,0.040,0.667,yes,no,yes,unknown,unknown,Guide to Choosing Air Filtration Systems,Filtration Services | Air Express HVAC,Ultimate Guide to Filtration Systems for Enhanced Air Quality,"Filtration Services In Lehi, UT"
https://www.airexpresshvac.net/client-referrals/,other,contact.html,contact,exact,1.000,legacy-route-rule,0.125,0.000,0.125,0.667,yes,no,yes,unknown,unknown,"Air Express: Client Referrals for Lehi, UT HVAC Services",Contact Air Express HVAC | Get Free Estimate,"Refer Clients to Air Express Heating &amp; Air Conditioning in Lehi, UT",Get Your Free Estimate
https://www.airexpresshvac.net/co2-detectors-lehi-ut/,other,other-services-tests.html,other,exact,1.000,legacy-route-rule,0.143,0.200,0.105,0.667,yes,no,yes,unknown,unknown,CO2 Detectors Lehi: Air Express HVAC for Home Safety,HVAC Testing &amp; Services | Air Express HVAC,"CO2 Detectors In Lehi, UT","Other Services and Tests In Lehi, UT"
https://www.airexpresshvac.net/commercial-air-conditioning-heating-lehi-ut/,audience,commercial.html,audience,exact,1.000,legacy-route-rule,0.500,0.333,0.176,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Commercial HVAC: Air Express Heating &amp; Cooling",Commercial HVAC Services | Air Express HVAC,"Commercial Air Conditioning and Heating In Lehi, UT",Commercial HVAC
https://www.airexpresshvac.net/commercial-buildings-heating-repair-issues/,audience,commercial.html,audience,exact,1.000,legacy-route-rule,0.286,0.167,0.095,0.667,yes,no,yes,unknown,unknown,Commercial Heating Repair: Issues &amp; Solutions by Air Express,Commercial HVAC Services | Air Express HVAC,Air Express Heating &amp; Cooling: Common Commercial HVAC Repair Solutions,Commercial HVAC
https://www.airexpresshvac.net/commercial-duct-cleaning-lehi-ut/,audience,commercial.html,audience,exact,1.000,legacy-route-rule,0.125,0.250,0.095,0.667,yes,no,yes,unknown,unknown,"Commercial Duct Cleaning Lehi, UT: Get a Quote Today!",Commercial HVAC Services | Air Express HVAC,"Commercial Duct Cleaning In Lehi, UT",Commercial HVAC
https://www.airexpresshvac.net/commercial-furnace-replacement-guide/,audience,commercial.html,audience,exact,1.000,legacy-route-rule,0.125,0.167,0.087,0.667,yes,no,yes,unknown,unknown,Commercial Furnace Replacement Guide: Benefits &amp; Savings,Commercial HVAC Services | Air Express HVAC,Efficient Furnace Replacement Solutions for Commercial Buildings,Commercial HVAC
https://www.airexpresshvac.net/commercial-heating-repair-considerations/,audience,commercial.html,audience,exact,1.000,legacy-route-rule,0.167,0.250,0.100,0.667,yes,no,yes,unknown,unknown,Commercial Heating Repair: Key Considerations Now,Commercial HVAC Services | Air Express HVAC,Commercial Heating Repair: Key Considerations,Commercial HVAC
https://www.airexpresshvac.net/complete-heating-maintenance-checklist-for-homeowners/,article,heating-maintenance.html,service,exact,1.000,legacy-route-rule,0.333,0.250,0.105,0.667,yes,no,yes,unknown,unknown,Heating Maintenance Checklist for Homeowners | Air Express Heating and Air Conditioning,"Heating Maintenance in Lehi, UT | Air Express HVAC",Complete Heating Maintenance Checklist for Homeowners,Heating Maintenance
https://www.airexpresshvac.net/contact/,contact,contact.html,contact,exact,1.000,direct-slug-rule,0.333,0.200,0.313,0.667,yes,no,yes,unknown,unknown,"Contact Air Express HVAC: Lehi, UT HVAC Services",Contact Air Express HVAC | Get Free Estimate,"Contact Air Express HVAC in Lehi, UT &ndash; Book Service &amp; Get a Free Quote",Get Your Free Estimate
https://www.airexpresshvac.net/control-indoor-humidity-and-the-hair-raising-truth/,other,indoor-air-quality.html,service,exact,1.000,legacy-route-rule,0.500,0.125,0.130,0.667,yes,no,yes,unknown,unknown,"Control Indoor Humidity: Air Express HVAC in Lehi, UT","Indoor Air Quality Services in Lehi, UT | Air Express HVAC",Controlling Indoor Humidity and the Hair-Raising Truth,Indoor Air Quality Solutions
https://www.airexpresshvac.net/creating-a-more-comfortable-and-smarter-home/,other,resources.html,other,exact,1.000,legacy-route-rule,0.167,0.000,0.048,0.667,yes,no,yes,unknown,unknown,Smarter Home Comfort: Air Express HVAC Solutions,HVAC Resources & Tips | Air Express HVAC,Creating a More Comfortable and Smarter Home,Utah HVAC Resources
https://www.airexpresshvac.net/daikin/,other,other-products.html,other,exact,1.000,legacy-route-rule,0.286,0.167,0.133,0.667,yes,no,yes,unknown,unknown,"Daikin HVAC by Air Express: Lehi, UT Cooling &amp; Heating",HVAC Products &amp; Accessories | Air Express HVAC,"Daikin HVAC Systems by Air Express in Lehi, UT","Other Products In Lehi, UT"
https://www.airexpresshvac.net/dealing-with-uneven-heating-issues/,article,heating-services.html,service,exact,1.000,legacy-route-rule,0.091,0.000,0.067,0.667,yes,no,yes,unknown,unknown,Fix Uneven Heating Issues in Your Saratoga Springs Home | Air Express Heating &amp; Air Conditioning,Heating Services | Furnace & Heat Pumps | Air Express HVAC,Dealing With Uneven Heating Issues In Your Saratoga Springs Home,Heating & Heat Pumps
https://www.airexpresshvac.net/dehumidifiers-lehi-ut/,other,dehumidifiers.html,other,exact,1.000,legacy-route-rule,0.400,0.143,0.176,0.667,yes,no,yes,unknown,unknown,"Lehi, UT Dehumidifiers: Air Express HVAC Services",Whole House Dehumidifiers | Air Express HVAC,"DeHumidifiers In Lehi, UT",Whole-House Dehumidifier Installation in Lehi & Surrounding UT Areas
https://www.airexpresshvac.net/discover-financial-benefits-of-proactive-furnace-repair/,article,furnace-repair.html,service,exact,1.000,legacy-route-rule,0.222,0.250,0.071,0.667,yes,no,yes,unknown,unknown,Discover Financial Benefits of Proactive Furnace Repair,"Furnace Repair in Lehi, UT | Air Express HVAC",Discover Financial Benefits of Proactive Furnace Repair,Furnace Repair & Emergency Service
