source_date,evidence_class,service_titan_lead_id,created_at,modified_at,week_start,new_reward_impact_period,captcha_period,captcha_state,campaign_id_or_source,service_type_inferred,service_type_or_category,lead_status,priority,booked_job_id_if_available,sold_or_revenue_marker_if_approved,capture_source,business_unit_id,job_type_id,call_reason_id,customer_id_present,location_id_present,pii_excluded,source_evidence,blocker,next_action
2026-06-05,servicetitan_api_lead_history_redacted,84815124,2026-04-19T07:51:25.0236551Z,2026-04-24T22:04:38.6402926Z,2026-04-13,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84815126,2026-04-19T12:18:03.3226581Z,2026-04-24T22:04:50.9715059Z,2026-04-13,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84815128,2026-04-19T20:49:05.6267237Z,2026-04-24T22:05:12.7525188Z,2026-04-13,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84815252,2026-04-19T07:51:27.9138607Z,2026-04-24T22:05:23.0459888Z,2026-04-13,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84821780,2026-04-20T18:17:37.7040481Z,2026-04-24T22:05:56.5748356Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84825492,2026-04-20T21:35:55.8481833Z,2026-04-24T22:13:44.9115283Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84829716,2026-04-21T14:15:31.6355497Z,2026-04-24T22:11:08.3973275Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84840596,2026-04-22T09:53:30.036395Z,2026-04-24T22:10:30.2571155Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84842772,2026-04-22T15:35:28.9106297Z,2026-04-24T22:10:16.1871891Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84842900,2026-04-22T15:35:30.1386234Z,2026-04-24T22:10:08.150525Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84846484,2026-04-22T18:59:10.3388324Z,2026-05-01T15:24:34.5195112Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84848660,2026-04-23T00:15:22.4894055Z,2026-04-24T22:09:27.3626148Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84848662,2026-04-23T00:18:42.7677002Z,2026-04-24T22:09:57.1281525Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84848664,2026-04-23T00:59:33.9869028Z,2026-04-24T22:09:46.4046382Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84848788,2026-04-23T00:18:41.4680239Z,2026-04-24T22:09:36.4361215Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84848916,2026-04-23T00:18:42.8534165Z,2026-04-24T22:09:11.5151329Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84849044,2026-04-23T01:00:03.5019604Z,2026-04-24T22:02:28.7237876Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84849172,2026-04-23T01:06:36.2354122Z,2026-04-24T22:02:17.0357064Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84849556,2026-04-23T07:01:47.7244552Z,2026-04-24T22:08:53.1861104Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84851604,2026-04-23T15:41:38.8965016Z,2026-04-24T22:01:24.7708793Z,2026-04-20,target_brief_to_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84853524,2026-04-24T02:02:23.9094825Z,2026-04-24T22:01:41.8230634Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84853652,2026-04-24T02:31:32.2452422Z,2026-04-24T22:00:49.3908342Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84853780,2026-04-24T06:06:24.4257357Z,2026-04-24T22:00:30.4675683Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84856340,2026-04-24T17:14:53.531452Z,2026-04-24T22:11:32.8938783Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84856596,2026-04-24T18:48:43.6763459Z,2026-05-01T15:23:49.1331152Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,emergency_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84862868,2026-04-26T10:37:41.3673647Z,2026-05-01T15:21:47.763261Z,2026-04-20,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84863124,2026-04-27T02:16:10.5127061Z,2026-05-01T15:22:10.9090116Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,emergency_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84863252,2026-04-27T04:49:47.3041021Z,2026-05-01T15:22:22.1744481Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84870036,2026-04-27T22:54:19.8603411Z,2026-05-01T15:22:50.8935611Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84871188,2026-04-28T12:26:32.1910639Z,2026-05-01T15:23:17.6891626Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84873876,2026-04-28T17:06:55.0023993Z,2026-05-01T15:23:31.0556946Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84876564,2026-04-29T07:29:01.3746218Z,2026-05-01T15:24:15.4339474Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84876949,2026-04-29T22:40:26.3143075Z,2026-05-01T15:23:31.4132286Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Converted,Normal,,,,,,,true,true,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84879380,2026-04-29T17:34:29.7124674Z,2026-05-01T15:21:34.9070844Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84880020,2026-04-30T11:27:29.8528212Z,2026-05-01T15:20:58.7203527Z,2026-04-27,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84904852,2026-05-05T06:38:36.737629Z,2026-05-08T21:30:41.9858777Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84911124,2026-05-06T13:12:03.9860104Z,2026-05-11T19:08:44.6579071Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84911252,2026-05-06T13:12:03.9941409Z,2026-05-11T19:08:33.5140885Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84915860,2026-05-07T10:03:04.0987415Z,2026-05-08T21:29:35.6254806Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84915862,2026-05-07T10:19:32.4445439Z,2026-05-08T21:30:10.6602512Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84933652,2026-05-08T20:05:24.3437585Z,2026-05-11T19:08:19.2205639Z,2026-05-04,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84943764,2026-05-11T04:39:34.6866659Z,2026-05-12T22:07:39.5799551Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84943892,2026-05-11T13:04:39.2817916Z,2026-05-11T13:04:39.2817916Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84945812,2026-05-11T15:49:43.0789839Z,2026-05-12T22:14:32.4474348Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84971284,2026-05-12T22:03:38.3161002Z,2026-05-13T17:38:31.6778724Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Dismissed,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,84997396,2026-05-14T16:04:15.772399Z,2026-05-14T16:04:15.8522827Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365029,unclassified_summary,call_reason:2878552,Dismissed,Normal,,,,,,2878552,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Review whether this non-website campaign belongs in Air Express marketing attribution.
2026-06-05,servicetitan_api_lead_history_redacted,85002260,2026-05-14T22:50:48.8100583Z,2026-05-14T22:50:48.8100583Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85002644,2026-05-15T00:43:57.7315729Z,2026-05-15T00:43:57.7315729Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85002772,2026-05-15T02:18:50.1124605Z,2026-05-15T02:18:50.1124605Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85004692,2026-05-15T12:28:25.2223303Z,2026-05-15T12:28:25.2223303Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,ac_repair,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85016596,2026-05-16T21:14:38.9612451Z,2026-05-16T21:14:38.9612451Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85017108,2026-05-17T12:09:57.7850625Z,2026-05-17T12:09:57.7850625Z,2026-05-11,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85018260,2026-05-18T09:08:28.7437749Z,2026-05-18T09:08:28.7437749Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85031828,2026-05-19T00:10:26.2868074Z,2026-05-19T00:10:26.2868074Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85031830,2026-05-19T15:26:00.1058009Z,2026-05-19T15:26:00.1058009Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,maintenance_tuneup,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85031956,2026-05-19T00:10:27.7108206Z,2026-05-19T00:10:27.7108206Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,other,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85032084,2026-05-19T00:10:29.3579555Z,2026-05-19T00:10:29.3579555Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,air_quality,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85032212,2026-05-19T00:10:31.5525159Z,2026-05-19T00:10:31.5525159Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heat_pump,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
2026-06-05,servicetitan_api_lead_history_redacted,85032214,2026-05-19T15:46:11.5424676Z,2026-05-19T15:46:11.5424676Z,2026-05-18,after_ga4_lead_proof,before_source_captcha,pre_captcha_source,80365413,heating_furnace,not_available,Open,Normal,,,,,,,false,false,true,ServiceTitan CRM v2 GET /leads read-only API,,Join safe lead fields to GSC/GA4/GBP periods after Google history is restored.
